N° du compte	Intitulé	Type de compte	A	V
6720000000	Charges exceptionnelles sur exercices antérieurs	Détail	Décoché	Décoché
6750000000	Valeurs comptables des éléments d'actif cédés	Racine	Décoché	Décoché
6751000000	Immobilisations incorporelles	Détail	Décoché	Décoché
6752000000	Immobilisations corporelles	Détail	Décoché	Décoché
6756000000	Immobilisations financières	Détail	Décoché	Décoché
6758000000	Autres éléments d'actif	Détail	Décoché	Décoché
6780000000	Autres charges exceptionnelles	Racine	Décoché	Décoché
6781000000	Malis provenant de clauses d'indexation	Détail	Décoché	Décoché
6782000000	Lots	Détail	Décoché	Décoché
6783000000	Malis provenant du rachat par l'entreprise d'actions	Détail	Décoché	Décoché
6788000000	Charges exceptionnelles diverses	Détail	Décoché	Décoché
68	DOTATIONS AUX AMORTISSEMENTS, DEPRECIATIONS ET PROVISIONS	Racine	Décoché	Décoché
6810000000	Dotations - Charges d'exploitation	Racine	Décoché	Décoché
6811000000	Dotations sur immobilisations incorporelles et corporelles	Racine	Décoché	Décoché
6811100000	Immobilisations incorporelles	Détail	Décoché	Décoché
6811200000	DOT.AMORT.IMMO.CORPO	Détail	Décoché	Décoché
6812000000	Dotations - Charges d'exploitation à répartir	Détail	Décoché	Décoché
6815000000	Dotations aux provisions d'exploitation	Détail	Décoché	Décoché
6816000000	Dotations aux dépréciations des immobilisations	Racine	Décoché	Décoché
6816100000	Immobilisations incorporelles	Détail	Décoché	Décoché
6816200000	Immobilisations corporelles	Détail	Décoché	Décoché
6817000000	Dotations aux dépréciations des actifs circulants	Racine	Décoché	Décoché
6817300000	Stocks et en-cours	Détail	Décoché	Décoché
6817400000	Créances	Détail	Décoché	Décoché
6860000000	Dotations  - Charges financières	Racine	Décoché	Décoché
6861000000	Dotations aux amortissements des primes de remboursement	Détail	Décoché	Décoché
6865000000	Dotations aux provisions financières	Détail	Décoché	Décoché
6866000000	Dotations aux dépréciations des éléments financiers	Racine	Décoché	Décoché
6866200000	Immobilisations financières	Détail	Décoché	Décoché
6866500000	Valeurs mobilières de placement	Détail	Décoché	Décoché
6868000000	Autres dotations	Détail	Décoché	Décoché
6870000000	Dotations - Charges exceptionnelles	Racine	Décoché	Décoché
6871000000	Dotations aux amortissements exceptionnels des immo.	Détail	Décoché	Décoché
6872000000	Dotations aux provisions réglementées (immobilisations)	Racine	Décoché	Décoché
6872500000	Amortissements dérogatoires	Détail	Décoché	Décoché
6873000000	Dotations aux provisions réglementées (stocks)	Détail	Décoché	Décoché
6874000000	Dotations aux autres provisions réglementées	Détail	Décoché	Décoché
6875000000	Dotations aux provisions exceptionnelles	Détail	Décoché	Décoché
6876000000	Dotations aux dépréciations exceptionnelles	Détail	Décoché	Décoché
69	PARTICIPATION DES SALARIES -IMPÔTS SUR LES BENEFICES	Racine	Décoché	Décoché
6910000000	Participation des salariés aux résultats	Détail	Décoché	Décoché
6950000000	Impôts sur les bénéfices	Racine	Décoché	Décoché
6951000000	Impôts dus en France	Détail	Décoché	Décoché
6952000000	Contribution additionnelle à l'impôt sur les bénéfices	Détail	Décoché	Décoché
6954000000	Impôts dus à l'étranger	Détail	Décoché	Décoché
6960000000	Suppléments d'impôts sur les sociétés liés aux distributions	Détail	Décoché	Décoché
6970000000	Imposition forfaitaire annuelle des sociétés	Détail	Décoché	Décoché
6980000000	Intégration fiscale	Racine	Décoché	Décoché
6981000000	Intégration fiscale - Charges	Détail	Décoché	Décoché
6989000000	Intégration fiscale - Produits	Détail	Décoché	Décoché
6990000000	Produits - Reports en arrière des déficits	Détail	Décoché	Décoché
7	COMPTES DE PRODUITS	Racine	Décoché	Décoché
70	VENTES DE PRODUITS FABRIQUES, PRESTATIONS DE SERVICES	Racine	Décoché	Décoché
7010000000	Ventes de produits finis	Racine	Décoché	Décoché
7011000000	Produits finis (ou groupe) A	Détail	Décoché	Coché
7012000000	Produits finis (ou groupe) B	Détail	Décoché	Décoché
7020000000	Ventes de produits intermédiaires	Détail	Décoché	Décoché
7030000000	Ventes de produits résiduels	Détail	Décoché	Décoché
7040000000	Travaux	Racine	Décoché	Décoché
7041000000	Travaux de catégorie (ou activités) A	Détail	Décoché	Décoché
7042000000	Travaux de catégorie (ou activité) B	Détail	Décoché	Décoché
7050000000	Etudes	Détail	Décoché	Décoché
7060000000	PRESTATIONS DE SERVI	Détail	Décoché	Coché
7061000000	Mutuelle	Détail	Décoché	Coché
7062000000	libellé 70620000 à créér	Détail	Décoché	Coché
7070000000	Ventes de marchandises	Racine	Décoché	Décoché
7071000000	Marchandises (ou groupe) A	Détail	Décoché	Coché
7072000000	Marchandises (ou groupe) B	Détail	Décoché	Coché
7080000000	Produits des activités annexes	Racine	Décoché	Décoché
7081000000	Produits des services exploités dans l’intérêt du personnel	Détail	Décoché	Décoché
7082000000	Commissions et courtages	Détail	Décoché	Décoché
7083000000	Locations diverses	Détail	Décoché	Décoché
7084000000	Mise à disposition de personnel facturée	Détail	Décoché	Décoché
7085000000	Ports et frais accessoires facturés	Détail	Décoché	Coché
7086000000	Bonis sur reprises d'emballages consignés	Détail	Décoché	Décoché
7087000000	Bonifications obtenues des clients et primes sur ventes	Détail	Décoché	Décoché
7088000000	Autres produits activités annexes (cessions d'approvisionne	Détail	Décoché	Coché
7090000000	RETROCESSION	Détail	Décoché	Coché
7091000000	RRR sur ventes de produits finis	Détail	Décoché	Coché
7092000000	RRR sur ventes de produits intermédiaires	Détail	Décoché	Décoché
7094000000	RRR sur travaux	Détail	Décoché	Décoché
7095000000	RRR sur études	Détail	Décoché	Décoché
7096000000	RRR sur prestations de services	Détail	Décoché	Coché
7097000000	RRR sur ventes de marchandises	Détail	Décoché	Coché
7098000000	RRR sur produits des activités annexes	Détail	Décoché	Décoché
71	PRODUCTION STOCKEE (OU DESTOCKAGE)	Racine	Décoché	Décoché
7130000000	Variation des stocks (en-cours de production, produits)	Racine	Décoché	Décoché
7133000000	Variation des en-cours de production de biens	Racine	Décoché	Décoché
7133100000	Produits en cours	Détail	Décoché	Décoché
7133500000	Travaux en cours	Détail	Décoché	Décoché
7134000000	Variation des en-cours de production de services	Racine	Décoché	Décoché
7134100000	Etudes en cours	Détail	Décoché	Décoché
7134500000	Prestations de services en cours	Détail	Décoché	Décoché
7135000000	Variation des stocks de produits	Racine	Décoché	Décoché
7135100000	Produits intermédiaires	Détail	Décoché	Décoché
7135500000	Produits finis	Détail	Décoché	Décoché
7135800000	Produits résiduels	Détail	Décoché	Décoché
72	PRODUCTION IMMOBILISEE	Racine	Décoché	Décoché
7210000000	Immobilisations incorporelles	Détail	Décoché	Décoché
7220000000	Immobilisations corporelles	Détail	Décoché	Décoché
74	SUBVENTIONS D'EXPLOITATION	Racine	Décoché	Décoché
75	AUTRES PRODUITS DE GESTION COURANTE	Racine	Décoché	Décoché
7510000000	Redevances pour concessions, brevets, licences, marques,...	Racine	Décoché	Décoché
7511000000	Redevances pour concessions, brevets, licences, marques,...	Détail	Décoché	Décoché
7516000000	Droits d'auteur et de reproduction	Détail	Décoché	Décoché
7518000000	Autres droits et valeurs similaires	Détail	Décoché	Décoché
7520000000	Revenus des immeubles non affectés aux activités prof.	Détail	Décoché	Décoché
7530000000	Jetons de présence et rémunérations d'administrateurs	Détail	Décoché	Décoché
7540000000	Ristournes perçues des coopératives (provenant excédents)	Détail	Décoché	Décoché
7550000000	Quote-part de résultat sur opérations faites en commun	Racine	Décoché	Décoché
7551000000	Quote-part de perte transférée (comptabilité du gérant)	Détail	Décoché	Décoché
7555000000	Quote-part de bénéfice attribué (comptabilité des associés)	Détail	Décoché	Décoché
7580000000	Produits divers de gestion courante	Détail	Décoché	Décoché
76	PRODUITS FINANCIERS	Racine	Décoché	Décoché
7610000000	Produits de participations	Racine	Décoché	Décoché
7611000000	Revenus des titres de participation	Détail	Décoché	Décoché
7616000000	Revenus sur autres formes de participation	Détail	Décoché	Décoché
7617000000	Revenus des créances rattachées à des participations	Détail	Décoché	Décoché
7620000000	Produits des autres immobilisations financières	Racine	Décoché	Décoché
7621000000	Revenus des titres immobilisés	Détail	Décoché	Décoché
7626000000	Revenus des prêts	Détail	Décoché	Décoché
7627000000	Revenus des créances immobilisées	Détail	Décoché	Décoché
7630000000	Revenus des autres créances	Racine	Décoché	Décoché
7631000000	Revenus sur créances commerciales	Détail	Décoché	Décoché
7638000000	Revenus sur créances diverses	Détail	Décoché	Décoché
7640000000	Revenus des valeurs mobilières de placement	Détail	Décoché	Décoché
7650000000	Escomptes obtenus	Détail	Coché	Décoché
7660000000	Gains de change	Détail	Décoché	Décoché
7670000000	Produits nets sur cession de valeurs mobilières de placement	Détail	Décoché	Décoché
7680000000	Autres produits financiers	Détail	Décoché	Décoché
7688000000	Ecart de conversion (gain)	Détail	Décoché	Décoché
77	PRODUITS EXCEPTIONNELS	Racine	Décoché	Décoché
7710000000	Produits exceptionnels sur opérations de gestion	Racine	Décoché	Décoché
7711000000	Dédits et pénalités perçus sur achats et sur ventes	Détail	Décoché	Décoché
7713000000	Libéralités reçues	Détail	Décoché	Décoché
7714000000	Rentrées sur créances amorties	Détail	Décoché	Décoché
7715000000	Subventions d'équilibre	Détail	Décoché	Décoché
7717000000	Dégrèvements d'impôts autres qu'impôts sur les bénéfices	Détail	Décoché	Décoché
7718000000	Autres produits exceptionnels sur opérations de gestion	Détail	Décoché	Décoché
7720000000	Produits exceptionnels sur exercices antérieurs	Détail	Décoché	Décoché
7750000000	Produits des cessions éléments d'actif	Racine	Décoché	Décoché
7751000000	Immobilisations incorporelles	Détail	Décoché	Décoché
7752000000	Immobilisations corporelles	Détail	Décoché	Décoché
7756000000	Immobilisations financières	Détail	Décoché	Décoché
7758000000	Autres éléments d'actif	Détail	Décoché	Décoché
7770000000	Quote-part des subventions d'invest. virée au résultat	Détail	Décoché	Décoché
7780000000	Autres produits exceptionnels	Racine	Décoché	Décoché
7781000000	Bonis provenant de clauses d'indexation	Détail	Décoché	Décoché
7782000000	Lots	Détail	Décoché	Décoché
7783000000	Bonis provenant du rachat par l'entreprise d'actions	Détail	Décoché	Décoché
7788000000	Produits exceptionnels divers	Détail	Décoché	Décoché
78	REPRISES SUR AMORTISSEMENTS, DEPRECIATIONS ET PROVISIONS	Racine	Décoché	Décoché
7810000000	Reprises - Produits d'exploitation	Racine	Décoché	Décoché
7811000000	Reprises sur amortissements des immobilisations	Racine	Décoché	Décoché
7811100000	Immobilisations incorporelles	Détail	Décoché	Décoché
7811200000	Immobilisations corporelles	Détail	Décoché	Décoché
7815000000	Reprises sur provisions d'exploitation	Détail	Décoché	Décoché
7816000000	Reprises sur dépréciations des immobilisations	Racine	Décoché	Décoché
7816100000	Immobilisations incorporelles	Détail	Décoché	Décoché
7816200000	Immobilisations corporelles	Détail	Décoché	Décoché
7817000000	Reprises sur dépréciations des actifs circulants	Racine	Décoché	Décoché
7817300000	Stocks et en-cours	Détail	Décoché	Décoché
7817400000	Créances	Détail	Décoché	Décoché
7860000000	Reprises - Produits financiers	Racine	Décoché	Décoché
7865000000	Reprises sur provisions financières	Détail	Décoché	Décoché
7866000000	Reprises sur dépréciations des éléments financiers	Racine	Décoché	Décoché
7866200000	Immobilisations financières	Détail	Décoché	Décoché
7866500000	Valeurs mobilières de placement	Détail	Décoché	Décoché
7870000000	Reprises - Produits exceptionnels	Racine	Décoché	Décoché
7872000000	Reprises sur provisions réglementées (immobilisations)	Racine	Décoché	Décoché
7872500000	Amortissements dérogatoires	Détail	Décoché	Décoché
7872600000	Provision spéciale de réévaluation	Détail	Décoché	Décoché
7872700000	Plus-values réinvesties	Détail	Décoché	Décoché
7873000000	Reprises sur provisions réglementées (stock)	Détail	Décoché	Décoché
7874000000	Reprises sur autres provisions réglementées	Détail	Décoché	Décoché
7875000000	Reprises sur provisions exceptionnelles	Détail	Décoché	Décoché
7876000000	Reprises sur dépréciations exceptionnelles	Détail	Décoché	Décoché
79	TRANSFERTS DE CHARGES	Racine	Décoché	Décoché
7910000000	Transferts de charges d'exploitation	Détail	Décoché	Décoché
7960000000	Transferts de charges financières	Détail	Décoché	Décoché
7970000000	Transferts de charges exceptionnelles	Détail	Décoché	Décoché
8	COMPTES SPECIAUX	Racine	Décoché	Décoché
80	ENGAGEMENTS HORS BILAN	Racine	Décoché	Décoché
8010000000	Engagements donnés par l'entreprise	Racine	Décoché	Décoché
8011000000	Avals, cautions, garanties	Détail	Décoché	Décoché
8014000000	Effets circulant sous l'endos de l'entreprise	Détail	Décoché	Décoché
8016000000	Redevances crédit-bail restant à courir	Racine	Décoché	Décoché
8016100000	Crédit-bail mobilier	Détail	Décoché	Décoché
8016500000	Crédit-bail immobilier	Détail	Décoché	Décoché
8018000000	Autres engagements donnés	Détail	Décoché	Décoché
8020000000	Engagements reçus par l'entreprise	Racine	Décoché	Décoché
8021000000	Avals, cautions, garanties	Détail	Décoché	Décoché
8024000000	Créances escomptées non échues	Détail	Décoché	Décoché
8026000000	Engagements reçus pour utilisation en crédit-bail	Racine	Décoché	Décoché
8026100000	Crédit-bail mobilier	Détail	Décoché	Décoché
8026500000	Crédit-bail immobilier	Détail	Décoché	Décoché
8028000000	Autres engagements reçus	Détail	Décoché	Décoché
8090000000	Contrepartie des engagements	Racine	Décoché	Décoché
8091000000	Contrepartie 801	Détail	Décoché	Décoché
8092000000	Contrepartie 802	Détail	Décoché	Décoché
88	RESULTAT EN INSTANCE D'AFFECTATION	Racine	Décoché	Décoché
89	BILAN	Racine	Décoché	Décoché
				
